0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149
21900,21900,21900,22700,22700,25000,25000,25000,25500,25500,26300,28300,28300,28300,28400,30700,30700,30700,30700,32200,32200,32300,32300,32300,33100,34600,34600,36300,36300,36300,36600,36600,36600,36600,36600,38100,39000,39000,39000,39000,42600,42600,42600,43900,43900,43900,45900,45900,45900,45900,45900,45900,45900,45900,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47600,47600,47600,47600,47600,48700,48700,48700,48700,48900,48900,48900,48900,48900,48900,48900,48900,48900,49600,49600,49600,49600,49600,49600,49600,49600,49600,50100,50100,50100,50100,50100,50100,51300,51300,51300,51300,51300,52300,52300,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,54600,54600,54600,54600,54800,54800,55800,55800,55800,55800,55800,55800,55800,55800,55800,55800,55800,55800,56000,56000,56400,56400,56400,56400,56400,56400,56400,56400,56400,56400,58500
21100,21600,23000,23000,23000,26900,26900,26900,26900,26900,26900,26900,30700,30700,30700,30700,30700,31000,33000,33400,36000,36000,36000,37800,37800,37800,37800,37800,37800,37800,37900,41400,41400,41400,41400,41400,42300,42300,42300,42500,42500,42500,42500,42500,42500,45200,45200,45200,45200,45200,45200,45200,45200,45200,45200,45200,45200,45200,45200,45200,45200,45200,45200,45500,45500,45500,45500,45500,45500,45500,45500,45500,46200,46200,46200,46200,46200,46200,46200,46200,47900,47900,47900,47900,47900,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49500,49500,49500,52100,52100,52100,52100,52100,52100,52100,52100,52100,52100,52100,52100,52100,53200,53200,53200,53200,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,56800,56800,56800,56800,57300,57300,57300,57300,57500,57500,57500,57500,57500,57500,57500,58000,58000,58000,58000,58000
26700,28100,28300,28300,30100,30100,31600,31600,32100,32500,32500,32700,32900,33300,33300,36100,36100,36100,37300,37300,37300,37300,37300,37300,39700,39700,39700,41200,41200,41200,41200,41200,41200,41200,41400,41500,41500,42500,42500,44300,44300,44300,45800,48100,48100,48400,50100,50100,50100,50100,50100,50100,50100,51300,51300,51300,51300,51300,51500,51500,51500,51500,51600,51600,51600,51600,53100,53100,53100,53100,53100,53100,53100,53100,53100,53100,53100,53100,53100,53100,53100,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,54000,55200,55200,56300,56300,56300,56300,56300,56300,56300,57800,57800,57800,57800,57800,57800,57800,57800,57800,58000,58000,58000,58000,58900,58900,58900,58900,58900,58900,60600,60600,60600,60600,60600,60600,60600,60600,60600,61100,61100,61100,61100,61100,61100,61100,61100,61100,61100,61100,61100,61100,61100,61100,62900
21700,25300,25300,25300,25700,25700,26000,30900,30900,31100,31100,31100,31400,31400,31400,32500,32500,32500,32500,32500,33300,33300,33300,36800,36800,36800,37400,37800,37800,37800,37800,37800,38100,39900,39900,41700,41700,41700,41700,41700,41700,41700,45500,45500,45500,45500,45500,45500,45500,45500,45500,45500,45500,45800,45800,45800,45800,45800,45800,45800,45800,48800,48800,48800,48800,50800,50800,50800,50800,50800,50800,50800,50800,50800,50800,50800,50800,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,52400,52400,52600,52600,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,54000,56200,56200,56200,56200,56200,56200,56200,56200,56200,56200,56200,56200,56200,56200,56200,56200,56200,56200,56200,56200,56200,56200,56200,56200,56200,56200,56200,56200,56200,56200,56200,57700,57700,57700,57700,58700,58700,58700,58700,58700
20900,20900,22200,22900,22900,24100,26400,26400,26400,26400,28300,28300,28300,31200,31200,31200,31200,33700,33700,33700,33700,33700,34300,34300,38100,38100,38100,39600,40300,40300,40300,40300,40300,40300,40300,41800,41800,41800,41800,41800,41800,41800,41800,43700,43700,43700,43700,46500,46500,46500,46500,46500,46500,46500,46900,46900,46900,46900,46900,46900,46900,46900,46900,48400,48400,48400,48400,48400,48400,49700,49700,49700,49700,49700,49700,49700,49700,49700,49700,49700,49700,50100,50100,50100,50100,50100,50100,50100,50100,50100,50100,50100,50100,50500,50500,50500,50500,50500,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600
22700,22700,23000,23000,24800,26100,27500,27600,27600,28900,28900,28900,31600,31600,31700,33000,33000,33000,33000,33000,33000,33000,35600,35600,35600,35600,35900,38900,38900,38900,38900,38900,41200,41200,41200,41200,41200,41200,41200,44000,44000,44000,44000,44000,44000,44000,44000,44000,44000,44000,44000,44000,44000,45500,45500,45500,45500,45500,45500,46800,46800,46800,46800,46800,46800,47300,47300,47300,47300,47300,47300,47300,47300,48200,48200,48200,48200,48200,48200,48200,48200,48200,48200,48200,48200,48200,48200,48200,48200,48200,48200,48200,48200,48200,48200,48200,48200,48200,48200,48200,48200,50400,50400,50400,50400,50400,50400,50400,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,51800,52200,55000,55000,55000,55000,55000,55800,55800,55800,55800,55800,55800,55800,55800,55800,55800,55800,55800,55800,55800,55800,55800,55800,55800,55800,55800,55800,55800
25100,25100,25100,26600,26600,29100,29100,32400,32400,32400,34300,34300,34300,35500,37300,37300,37300,37300,37300,37300,38000,38000,44400,44400,44400,44400,44400,44400,45000,45000,45000,45000,45000,47700,47700,47700,47700,47700,47700,47700,47700,47700,47700,47700,47700,51100,51100,51100,51100,51100,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,58900,58900,58900,58900,58900,58900,58900,58900,58900,58900,58900,58900,58900,58900,58900,58900,58900,58900,59900,59900,59900,59900,59900,59900,59900,59900,59900,59900,59900,59900,59900,59900,59900,59900,59900,59900,59900,59900,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60400,60400,60400,60400,60400,60400,60400,60400,60400,60400,60400
20400,20700,20700,21400,21400,22800,22800,22800,22800,24500,24500,28000,29600,29600,29600,31000,31400,31700,33100,33100,34000,34000,34000,36100,36100,36100,36100,36300,36300,38000,38800,38800,40300,40600,40600,40600,40600,41900,41900,41900,41900,41900,41900,42500,42500,43300,43300,43300,43700,43700,43800,43800,44200,45200,45200,47400,47400,47400,47400,47400,47400,47400,47400,47400,47400,47400,47400,47500,47500,47500,47500,47500,48500,48500,48500,48500,50000,50000,50000,50000,50000,50000,53200,53200,53200,53200,53200,53200,53200,53200,53200,54900,54900,54900,54900,54900,54900,54900,55000,55000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,57500,57500,57500,57500,57500,57500,57500,57500,57900,57900,57900,57900,57900,57900,57900
20900,20900,22100,22100,22100,23400,24900,24900,26400,26400,26400,26400,27700,29400,29400,30300,30300,30300,31300,31300,31800,31800,32300,32300,32300,36100,36100,36100,36100,36100,36100,36400,36400,36400,36400,36400,36400,37500,37500,37500,39300,39300,39300,39300,39300,40000,41000,41000,41000,41000,41000,41000,41000,41000,41300,41700,41700,41700,42600,42600,42600,42600,46200,46200,46200,46200,46200,46200,46200,46200,46200,46200,46200,46200,46200,46200,46200,46200,46200,46200,46200,46500,46500,46500,46500,46500,47500,47500,47500,47500,47500,50400,50400,50400,50400,51400,51400,52400,52400,52400,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,53700,53700,53700,53700,53700,54100,54200,54200,54200,54200,54200,54200,54200,54200,54200,54200,54200,54200,54200,54200,54200,54200
24600,24600,24600,27000,27000,27000,27000,27000,27800,27800,28800,29700,29700,29700,29900,31800,31800,31800,31900,31900,33500,34000,35900,35900,35900,35900,35900,35900,35900,35900,35900,38200,38300,38300,38300,38300,38300,38300,40200,40400,40400,41200,41200,41200,41300,41300,41300,41300,41300,41300,41300,41300,41300,41300,41300,45900,45900,45900,45900,45900,45900,45900,45900,46000,46000,46000,46000,46000,46000,46000,46000,46000,46000,46000,46000,46000,46000,46000,46000,46000,46000,46000,46000,46000,46000,46000,47700,47700,47700,47700,47700,47700,47700,47700,47700,47700,47700,47700,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,48500,49100,49100,49100,49100,49100,49100,49700,49700,49700,49700,49700,49700,49700,49700,49700,49700,49700,52400,52400,52400,52400,52400,52400,52400,52400,52400,52400,52400,52700,52700,52700,52700,53600,53600,53600,53600,53600,53600,53600,53700
