0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149
23300,23300,23300,24100,24100,26800,28300,29200,29200,29200,29200,29200,30900,31500,31500,35800,35800,35800,37000,37000,37000,37500,37500,38400,38400,38400,38400,38400,38400,38600,39400,39400,39400,39400,43000,43000,43000,43000,45800,45800,45800,45800,45800,45800,45800,45800,45800,48200,48200,48200,48200,48200,48200,48500,48500,48900,48900,48900,48900,48900,48900,49500,50000,50000,50000,50000,50000,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,51600,53300,53600,53600,53600,53600,53600,53600,53600,53600,53600,53600,53600,53600,53600,53600,53600,53600,53600,53600,53600,53600,53600,53600,53600,53600,53600,53600,53600,53600,54000,54000,54000,54000,54000,54000,54000,54000,54000,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100
21100,21100,21900,21900,22700,24900,29300,29300,29300,30100,30100,30100,30200,30600,30600,30600,32500,35000,35000,35000,35100,35700,36400,36400,37200,37200,37200,37200,37200,37200,41000,41000,41300,41300,41300,41300,42500,42500,42500,43300,43300,43300,43300,44500,44500,44500,44500,44500,44500,44500,44500,44500,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48800,48800,48800,48800,48800,48800,48800,48800,49900,49900,49900,49900,49900,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50600,50900,50900,52800,52800,52800,52800,52800,52800,52800,52800,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53500,53500,53500,53500,53500,53500,53500,53500,53500,53500,53500
21400,22900,23000,24600,24600,24600,28700,28700,28700,31100,31100,31100,32700,32700,32700,34300,36800,36800,36800,37100,37500,37500,39000,39100,39100,40200,40200,40200,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,47600,47600,47600,47600,47600,47600,47600,47600,48300,48300,48300,49800,49800,49800,51100,51100,51100,51100,51100,51100,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53300,53300,53300,53300,53300,54900,54900,54900,54900,54900,54900,54900,54900,54900,54900,54900,54900,54900,54900,54900,54900,54900,54900,54900,57000,57000,57000,57000,57000,59800,59800,59800,59800,59800,59800,59800,59800,59800,59800,59800,59800,59800,59800,59800,59800,59800,59800,59800,59800,59800,59800,59800,59800,59800,59800,59800,59800,59800,59800,59800,59800,59800,59800,59800,59800,59800,59800,59800,59800,59800,59800,59800,59800,60500,60500
25700,25700,27300,27300,27300,30600,30600,30600,32100,32600,32600,32600,36800,36800,37000,37000,37800,37800,39400,39400,39500,39500,41200,41200,41200,41200,41200,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,43300,43300,43300,43300,43300,43300,44200,45700,45700,45700,45700,45700,45700,45700,45700,45700,45700,45700,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48600,48600,48600,48600,48600,48600,48700,48700,48700,48700,48700,48700,48700,48700,48700,48700,48700,49900,49900,49900,49900,49900,50100,50100,50100,50100,50100,50100,50300
23400,23900,25500,25500,26600,26600,26600,28200,28200,30000,31000,31000,32300,32300,32300,32300,32300,32800,32800,33500,34200,35900,35900,35900,35900,36700,36700,36700,36700,37600,37600,37700,37700,40400,40500,40500,42500,42500,44500,44600,44600,45900,45900,45900,45900,45900,45900,45900,45900,46200,46200,46200,46200,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,49100,49100,49100,49600,49600,49600,49600,49600,49700,50200,50200,50200,50600,50600,53500,53500,53500,53500,53500,53500,53500,53500,53500,53500,55500,55500,55500,55500,55500,55500,55500,55500,55500,55500,55500,55500,55500,55500,55500,55600,55600,55600,55600,55600,55600,55600,55600,57300,57300,57300,57300,57300,57300,57300,57300,57300,57300,57300,57300,59200,59200,59200,59200,59200,59200,59200,59200,59200,59400,59400,59400,59400,59400,59400,59400,59400,59400,59400,59400,59400,59400,59700,59700,59700,59700,59700,59700
26900,28500,30300,30300,30300,30300,30300,30300,30300,30400,30400,32900,34000,34000,34000,34000,34000,34000,34000,34000,35000,35000,36900,36900,36900,39200,39200,39200,39200,39200,39200,40400,40400,40400,40700,40900,40900,44200,44200,44200,44200,44200,44200,44200,44200,44200,44200,44200,44200,44500,44900,44900,44900,44900,46200,46200,46200,46200,46200,46200,46200,46200,46200,46200,49900,49900,50500,50500,50500,50500,50500,50500,50500,50500,50500,50500,50500,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,51400,52100,52100,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700
20200,21900,25400,25400,25400,25400,26600,26600,30100,30100,30200,30600,30600,32700,32700,32700,32700,36800,36800,36800,37000,38800,38800,41100,41100,41100,42100,42100,42100,42100,42100,42100,42100,45700,45700,45800,45800,45800,45800,45800,45800,45800,45800,45800,47900,50100,50100,50200,50200,50200,50200,50200,50200,50200,52600,52600,52600,52600,52600,52600,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53500,53500,53500,53500,53500,53500,53500,53500,53500,53500,53500,53500,53500,53500,53500,53500,53500,53500,53500,53500,53500,53500,53500,53500,53500,53600,53600,53600,53600,53600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,55600,58000,58000,58000,58000,58000,60600,60600,60600,60600,60600,60600,60600,60600,60600
20100,20100,21300,23300,23500,30300,30300,30300,30300,32300,33700,34400,34600,34600,34600,36600,38500,38500,39300,39300,41900,41900,41900,41900,41900,41900,41900,41900,41900,43600,43600,43600,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,45400,45400,45400,46400,46400,46400,46400,47600,47600,48200,48200,48200,48200,48200,48200,48200,48200,48200,48200,49200,49200,49200,49200,50300,50300,50300,50300,50300,50300,50300,50300,50300,50300,50300,50300,50300,50300,50300,50300,50300,50300,50300,50300,50300,50300,50300,52400,52400,52400,52400,52400,52400,52400,52400,52400,52400,52400,52400,52500,52500,52500,52500,52500,52500,52500,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,53300,54500,54500,54500,54500,54500,54500,54500
22600,23900,23900,24200,25600,25600,26900,26900,26900,27700,29800,29800,29800,30400,32700,33300,33300,33300,33300,33300,36200,36200,36200,38100,38100,38100,38100,38100,38100,39200,39200,39400,41800,42000,42000,42500,44000,44000,45600,45600,45600,45600,45600,45600,45600,45600,45600,45600,45600,45900,45900,45900,45900,45900,45900,45900,45900,45900,48500,48500,48500,48500,48500,48500,48500,48500,52300,52300,52300,52300,53400,54400,54400,54400,54400,54400,54400,54400,54400,54400,54400,54400,54400,54400,54400,54400,54400,54400,54400,54400,54400,54400,54400,54400,54400,54400,54400,54400,54400,55500,55500,55500,55500,55500,55500,55500,55500,55500,55500,55500,55500,55500,55500,55900,57400,57400,57400,57400,57400,57400,57400,57400,57400,57400,57400,57400,57400,57400,57400,57400,57400,57400,57400,57400,57400,57400,57400,57400,57400,57400,57400,57600,57600,57600,57600,57600,57600,57600,57600,57600
21800,22600,24500,24500,25800,25800,26300,30000,30000,30000,31300,31300,31300,31300,31300,31300,32900,32900,32900,33800,33800,33800,33800,33800,33800,33800,36400,36400,36800,36800,36800,36800,36800,37900,37900,37900,37900,38700,38700,38700,40100,40100,40100,40400,40400,40700,42800,42800,42800,42800,42800,42800,42800,42800,43600,43600,43600,43800,43800,45700,45700,45700,45700,45700,46000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,49200,49200,49200,49200,49200,49200,51300,53400,53400,53400,53400,53400,53400,53400,53400,53400,53400,53600,53600,53600,53600,53600,53600,53600,53600,53600,53600,53600,53600,53600,53600,53600,53600,53600,53600,54400,54400,54400,54600,54600,54600,54600,54600,54600,54600,54600,55900,55900,55900,55900,55900,55900,56800,56800,56800,56800,56800,56800,56800,56800,56800,56800,57100,57100,57100,57100,57100,57100
